"Date","Price","Open","High","Low","Vol.","Change %"
"01/12/2021","0.2925","0.2875","0.3090","0.2779","2.38B","1.71%"
"01/11/2021","0.2875","0.3150","0.3157","0.2558","3.79B","-8.78%"
"01/10/2021","0.3152","0.3243","0.3666","0.2893","3.31B","-2.81%"
"01/09/2021","0.3243","0.3207","0.3390","0.3063","2.38B","1.10%"
"01/08/2021","0.3208","0.3235","0.3459","0.2857","3.83B","-0.83%"
"01/07/2021","0.3235","0.2487","0.3688","0.2457","7.31B","30.06%"
"01/06/2021","0.2487","0.2255","0.2719","0.2216","3.53B","10.32%"
"01/05/2021","0.2254","0.2357","0.2418","0.2182","2.46B","-4.37%"
"01/04/2021","0.2357","0.2250","0.2599","0.2177","3.14B","4.87%"
"01/03/2021","0.2248","0.2209","0.2378","0.2154","2.49B","1.73%"
"01/02/2021","0.2210","0.2373","0.2381","0.2114","2.48B","-6.84%"
"01/01/2021","0.2372","0.2193","0.2500","0.2164","2.98B","8.18%"
