"Date","Price","Open","High","Low","Vol.","Change %"
"01/13/2024","0.5747","0.5696","0.5775","0.5630","21.96M","0.86%"
"01/12/2024","0.5698","0.6017","0.6035","0.5525","82.31M","-5.32%"
"01/11/2024","0.6018","0.6009","0.6236","0.5857","96.65M","0.22%"
"01/10/2024","0.6005","0.5666","0.6147","0.5498","140.17M","5.89%"
"01/09/2024","0.5671","0.5775","0.5789","0.5552","115.86M","-1.80%"
"01/08/2024","0.5775","0.5511","0.5815","0.5445","96.94M","4.71%"
"01/07/2024","0.5515","0.5679","0.5730","0.5460","31.13M","-2.90%"
"01/06/2024","0.5680","0.5757","0.5757","0.5568","21.23M","-1.32%"
"01/05/2024","0.5756","0.5867","0.5886","0.5545","82.04M","-1.88%"
"01/04/2024","0.5866","0.5823","0.5937","0.5695","57.29M","0.74%"
"01/03/2024","0.5823","0.6244","0.6391","0.4673","271.60M","-6.77%"
"01/02/2024","0.6246","0.6295","0.6404","0.6216","50.80M","-0.76%"
"01/01/2024","0.6294","0.6151","0.6309","0.6084","22.74M","2.27%"
