"Date","Price","Open","High","Low","Vol.","Change %"
"01/12/2023","0.3744","0.3729","0.3814","0.3605","101.30M","0.42%"
"01/11/2023","0.3729","0.3507","0.3774","0.3479","115.15M","6.30%"
"01/10/2023","0.3508","0.3487","0.3540","0.3432","68.94M","0.56%"
"01/09/2023","0.3488","0.3452","0.3573","0.3437","127.53M","1.08%"
"01/08/2023","0.3451","0.3442","0.3468","0.3381","44.38M","0.26%"
"01/07/2023","0.3442","0.3443","0.3455","0.3415","18.08M","-0.02%"
"01/06/2023","0.3442","0.3377","0.3459","0.3313","73.43M","1.94%"
"01/05/2023","0.3377","0.3471","0.3487","0.3349","54.01M","-2.74%"
"01/04/2023","0.3472","0.3435","0.3522","0.3419","71.71M","1.07%"
"01/03/2023","0.3435","0.3481","0.3518","0.3411","61.21M","-1.34%"
"01/02/2023","0.3482","0.3386","0.3550","0.3009","127.50M","2.82%"
"01/01/2023","0.3387","0.3391","0.3399","0.3356","20.89M","-0.10%"
